Cost Type,Project Type,*Status Code,*Ledger ID,*Effective Date of Transaction,*Journal Source,*Journal Category,*Currency Code,*Journal Entry Creation Date,*Actual Flag,Segment1,Segment2,Segment3,Segment4,Segment5,Segment6,Segment7,Segment8,Segment9,Segment10,Segment11,Segment12,Segment13,Segment14,Segment15,Segment16,Segment17,Segment18,Segment19,Segment20,Segment21,Segment22,Segment23,Segment24,Segment25,Segment26,Segment27,Segment28,Segment29,Segment30,Entered DR,Entered CR,Converted Debit Amount,Converted Credit Amount,REFERENCE1 (Batch Name),REFERENCE2 (Batch Description),REFERENCE3,REFERENCE4 (Journal Entry Name),REFERENCE5 (Journal Entry Description),REFERENCE6 (Journal Entry Reference),REFERENCE7 (Journal Entry Reversal flag),REFERENCE8 (Journal Entry Reversal Period),REFERENCE9 (Journal Reversal Method),REFERENCE10 (Journal Entry Line Description),Reference column 1,Reference column 2,Reference column 3,Reference column 4,Reference column 5,Reference column 6,Reference column 7,Reference column 8,Reference column 9,Reference column 10,Statistical Amount,Currency Conversion Type,Currency Conversion Date,Currency Conversion Rate,Interface Group Identifier,Context field for Journal Entry Line DFF,ATTRIBUTE1 Value for Journal Entry Line DFF,ATTRIBUTE2 Value for Journal Entry Line DFF,Attribute3 Value for Journal Entry Line DFF,Attribute4 Value for Journal Entry Line DFF,Attribute5 Value for Journal Entry Line DFF,Attribute6 Value for Journal Entry Line DFF,Attribute7 Value for Journal Entry Line DFF,Attribute8 Value for Journal Entry Line DFF,Attribute9 Value for Journal Entry Line DFF,Attribute10 Value for Journal Entry Line DFF,Attribute11 Value for Captured Information DFF,Attribute12 Value for Captured Information DFF,Attribute13 Value for Captured Information DFF,Attribute14 Value for Captured Information DFF,Attribute15 Value for Captured Information DFF,Attribute16 Value for Captured Information DFF,Attribute17 Value for Captured Information DFF,Attribute18 Value for Captured Information DFF,Attribute19 Value for Captured Information DFF,Attribute20 Value for Captured Information DFF,Context field for Captured Information DFF,Average Journal Flag,Clearing Company,Ledger Name,Encumbrance Type ID,Reconciliation Reference
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100028,12101,10003,1121,11,17101011,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100028,12101,10003,1121,14,17101009,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100028,12101,10003,1121,11,12401043,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100028,12101,10003,1121,11,19401009,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100028,12101,10003,1121,11,12501041,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.32,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100028,12101,10003,1121,11,19001008,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100028,12101,10003,1121,11,20201012,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Onshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100028,12101,10003,1111,12,13309005,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.37,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Onshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100028,12101,10003,1111,12,13304015,00,0000,0000,,,,,,,,,,,,,,,,,,,,,4.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Onshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100028,12101,10003,1111,13,20001009,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Onshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100028,12101,10003,1111,11,11401009,00,0000,0000,,,,,,,,,,,,,,,,,,,,,1.61,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Onshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100028,12101,10003,1112,12,12801042,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Onshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100028,12101,10003,1112,12,12804014,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Onshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100028,12101,10003,1112,12,12813010,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,10101085,00,0000,0000,,,,,,,,,,,,,,,,,,,,,1612.37,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,10201024,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,15001013,00,0000,0000,,,,,,,,,,,,,,,,,,,,,7.78,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,13,13301025,00,0000,0000,,,,,,,,,,,,,,,,,,,,,80.64,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1122,11,12201152,00,0000,0000,,,,,,,,,,,,,,,,,,,,,4.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,12201164,00,0000,0000,,,,,,,,,,,,,,,,,,,,,8.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,12201166,00,0000,0000,,,,,,,,,,,,,,,,,,,,,23.74,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,10701017,00,0000,0000,,,,,,,,,,,,,,,,,,,,,27.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,13,10501026,00,0000,0000,,,,,,,,,,,,,,,,,,,,,4.09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,10501024,00,0000,0000,,,,,,,,,,,,,,,,,,,,,59.76,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,13,10801079,00,0000,0000,,,,,,,,,,,,,,,,,,,,,532.54,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,13,10801076,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,13,21101005,00,0000,0000,,,,,,,,,,,,,,,,,,,,,85.96,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,21101001,00,0000,0000,,,,,,,,,,,,,,,,,,,,,135.08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,21101004,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,17401016,00,0000,0000,,,,,,,,,,,,,,,,,,,,,10.64,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,13,11102014,00,0000,0000,,,,,,,,,,,,,,,,,,,,,8.19,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,20001005,00,0000,0000,,,,,,,,,,,,,,,,,,,,,30.29,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,13,20001007,00,0000,0000,,,,,,,,,,,,,,,,,,,,,2.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,13,11101014,00,0000,0000,,,,,,,,,,,,,,,,,,,,,3.68,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,21301001,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,13,11201042,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.82,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,11201039,00,0000,0000,,,,,,,,,,,,,,,,,,,,,103.15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,11201037,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.41,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,13,11301015,00,0000,0000,,,,,,,,,,,,,,,,,,,,,26.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,19301041,00,0000,0000,,,,,,,,,,,,,,,,,,,,,77.36,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,17801010,00,0000,0000,,,,,,,,,,,,,,,,,,,,,13.92,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,12001029,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.41,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,12221023,00,0000,0000,,,,,,,,,,,,,,,,,,,,,2.46,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,12220010,00,0000,0000,,,,,,,,,,,,,,,,,,,,,13.51,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,12203072,00,0000,0000,,,,,,,,,,,,,,,,,,,,,66.72,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,12207021,00,0000,0000,,,,,,,,,,,,,,,,,,,,,66.72,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,12218059,00,0000,0000,,,,,,,,,,,,,,,,,,,,,278.35,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,12219027,00,0000,0000,,,,,,,,,,,,,,,,,,,,,78.59,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,12221020,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.82,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,12202023,00,0000,0000,,,,,,,,,,,,,,,,,,,,,36.43,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,12209013,00,0000,0000,,,,,,,,,,,,,,,,,,,,,23.33,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,12211119,00,0000,0000,,,,,,,,,,,,,,,,,,,,,6.55,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,12211122,00,0000,0000,,,,,,,,,,,,,,,,,,,,,316.82,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,12,21501001,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,21201002,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,17101011,00,0000,0000,,,,,,,,,,,,,,,,,,,,,4.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,14,17101009,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.82,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,12401043,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.82,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,19401009,00,0000,0000,,,,,,,,,,,,,,,,,,,,,3.68,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,12501041,00,0000,0000,,,,,,,,,,,,,,,,,,,,,14.33,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,19001008,00,0000,0000,,,,,,,,,,,,,,,,,,,,,2.87,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1121,11,20201012,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Onshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1111,12,13309005,00,0000,0000,,,,,,,,,,,,,,,,,,,,,16.78,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Onshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1111,12,13304015,00,0000,0000,,,,,,,,,,,,,,,,,,,,,219.81,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Onshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1111,13,20001009,00,0000,0000,,,,,,,,,,,,,,,,,,,,,6.96,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Onshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1111,11,11401009,00,0000,0000,,,,,,,,,,,,,,,,,,,,,72.04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Onshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1112,12,12801042,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.41,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Onshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1112,12,12804014,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.41,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Onshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,11101,10003,1112,12,12813010,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.41,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,12101,10003,1121,11,10101085,00,0000,0000,,,,,,,,,,,,,,,,,,,,,607.19,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,12101,10003,1121,11,10201024,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,12101,10003,1121,11,15001013,00,0000,0000,,,,,,,,,,,,,,,,,,,,,2.93,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,12101,10003,1121,13,13301025,00,0000,0000,,,,,,,,,,,,,,,,,,,,,30.37,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,12101,10003,1122,11,12201152,00,0000,0000,,,,,,,,,,,,,,,,,,,,,1.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,12101,10003,1121,11,12201164,00,0000,0000,,,,,,,,,,,,,,,,,,,,,3.24,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,12101,10003,1121,11,12201166,00,0000,0000,,,,,,,,,,,,,,,,,,,,,8.94,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,12101,10003,1121,11,10701017,00,0000,0000,,,,,,,,,,,,,,,,,,,,,10.17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,12101,10003,1121,13,10501026,00,0000,0000,,,,,,,,,,,,,,,,,,,,,1.54,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,12101,10003,1121,11,10501024,00,0000,0000,,,,,,,,,,,,,,,,,,,,,22.51,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRR Back Office,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100029,12101,10003,1121,13,10801079,00,0000,0000,,,,,,,,,,,,,,,,,,,,,200.55,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
